student_id,cohort_year,gender,race_ethnicity,first_generation,pell_eligible,program_code,retention_probability,risk_score,risk_band,actual_returned_year_2
S103654,2022,Female,White,No,No,CS,0.87,0.13,Low,1
S103655,2021,Female,White,No,Yes,BUS,0.6686,0.3314,Moderate,0
S103656,2022,Female,Black/African American,Yes,Yes,CS,0.7049,0.2951,Moderate,0
S103657,2023,Female,Black/African American,No,No,BIO,0.8299,0.1701,Low,1
S103658,2021,Female,White,No,No,SOC,0.8157,0.1843,Low,1
S103659,2021,Male,White,No,Yes,POL,0.8235,0.1765,Low,1
S103660,2022,Male,White,Yes,Yes,BIO,0.7421,0.2579,Moderate,0
S103661,2021,Female,Asian,Yes,No,NUR,0.7004,0.2996,Moderate,0
S103662,2023,Female,White,No,No,SOC,0.8249,0.1751,Low,1
S103663,2023,Female,Two or More Races,Yes,Yes,SOC,0.8299,0.1701,Low,1
S103664,2022,Male,Asian,Yes,Yes,POL,0.7853,0.2147,Moderate,1
S103665,2021,Male,Hispanic/Latino,Yes,No,EDU,0.8299,0.1701,Low,1
S103666,2022,Male,White,No,Yes,CS,0.8557,0.1443,Low,1
S103667,2020,Female,Black/African American,No,No,PSY,0.8186,0.1814,Low,1
S103668,2021,Female,Asian,Yes,No,BUS,0.9262,0.0738,Low,1
S103669,2020,Male,Asian,No,No,SOC,0.5476,0.4524,Elevated,0
S103670,2020,Male,White,No,No,POL,0.9054,0.0946,Low,1
S103671,2020,Female,Asian,Yes,No,POL,0.8557,0.1443,Low,1
S103672,2022,Female,Asian,No,Yes,ENG,0.9219,0.0781,Low,1
S103673,2020,Female,Two or More Races,Yes,No,SOC,0.8362,0.1638,Low,1
S103674,2022,Female,Hispanic/Latino,No,Yes,BUS,0.722,0.278,Moderate,0
S103675,2021,Nonbinary,Hispanic/Latino,No,No,CS,0.659,0.341,Moderate,1
S103676,2021,Male,White,No,Yes,NUR,0.8206,0.1794,Low,1
S103677,2023,Female,Asian,No,No,ENG,0.839,0.161,Low,1
S103678,2022,Female,Two or More Races,No,Yes,BUS,0.7197,0.2803,Moderate,1
S103679,2022,Female,Hispanic/Latino,No,No,PSY,0.8474,0.1526,Low,1
S103680,2022,Female,White,No,No,CS,0.7348,0.2652,Moderate,1
S103681,2020,Female,White,No,Yes,NUR,0.8186,0.1814,Low,1
S103682,2020,Male,Hispanic/Latino,No,No,BUS,0.8299,0.1701,Low,1
S103683,2022,Male,Black/African American,Yes,Yes,POL,0.8235,0.1765,Low,1
S103684,2023,Female,White,Yes,No,BIO,0.8249,0.1751,Low,1
S103685,2020,Male,White,Yes,No,POL,0.789,0.211,Moderate,1
S103686,2020,Male,Two or More Races,No,No,PSY,0.7778,0.2222,Moderate,1
S103687,2023,Female,Hispanic/Latino,No,No,BUS,0.8359,0.1641,Low,1
S103688,2023,Male,White,No,No,NUR,0.8499,0.1501,Low,1
S103689,2020,Male,White,Yes,No,COM,0.7781,0.2219,Moderate,1
S103690,2021,Male,White,Yes,No,BUS,0.8637,0.1363,Low,1
S103691,2022,Female,White,Yes,No,POL,0.649,0.351,Moderate,1
S103692,2020,Female,Hispanic/Latino,No,No,BIO,0.8249,0.1751,Low,1
S103693,2021,Female,Hispanic/Latino,No,No,COM,0.7524,0.2476,Moderate,1
S103694,2021,Female,Hispanic/Latino,No,Yes,CS,0.9467,0.0533,Low,1
S103695,2022,Female,Hispanic/Latino,No,No,BUS,0.7439,0.2561,Moderate,1
S103696,2021,Male,White,No,Yes,EDU,0.9322,0.0678,Low,1
S103697,2021,Female,White,Yes,No,BUS,0.6906,0.3094,Moderate,0
S103698,2021,Female,White,Yes,No,EDU,0.9467,0.0533,Low,1
S103699,2023,Male,White,No,No,ENG,0.7841,0.2159,Moderate,1
S103700,2020,Female,Asian,Yes,Yes,PSY,0.7929,0.2071,Moderate,1
S103701,2020,Female,White,No,Yes,POL,0.789,0.211,Moderate,1
S103702,2020,Female,Hispanic/Latino,No,No,BIO,0.7475,0.2525,Moderate,1
S103703,2023,Female,White,No,No,BIO,0.8676,0.1324,Low,1
S103704,2023,Female,White,No,No,COM,0.7239,0.2761,Moderate,1
S103705,2022,Male,White,No,No,PSY,0.8187,0.1813,Low,1
S103706,2020,Female,Hispanic/Latino,No,Yes,CS,0.85,0.15,Low,1
S103707,2023,Female,Hispanic/Latino,No,No,EDU,0.6119,0.3881,Moderate,0
S103708,2021,Female,Asian,No,No,POL,0.788,0.212,Moderate,1
S103709,2023,Male,White,Yes,Yes,SOC,0.9054,0.0946,Low,1
S103710,2021,Female,Hispanic/Latino,No,No,BUS,0.9467,0.0533,Low,1
S103711,2023,Male,Asian,No,Yes,POL,0.7992,0.2008,Moderate,0
S103712,2023,Female,White,Yes,Yes,CS,0.8805,0.1195,Low,1
S103713,2020,Male,White,Yes,Yes,SOC,0.7934,0.2066,Moderate,1
S103714,2022,Female,White,No,No,BIO,0.7929,0.2071,Moderate,1
S103715,2021,Female,White,No,No,ENG,0.878,0.122,Low,1
S103716,2021,Female,Black/African American,No,Yes,POL,0.878,0.122,Low,1
S103717,2021,Male,White,No,No,POL,0.5705,0.4295,Elevated,0
S103718,2022,Female,Hispanic/Latino,No,No,COM,0.8104,0.1896,Low,1
S103719,2021,Female,Asian,No,No,COM,0.715,0.285,Moderate,1
S103720,2022,Female,White,Yes,Yes,BUS,0.7359,0.2641,Moderate,1
S103721,2022,Female,Hispanic/Latino,No,Yes,COM,0.7065,0.2935,Moderate,1
S103722,2023,Female,White,No,Yes,CS,0.8388,0.1612,Low,1
S103723,2023,Female,White,No,No,BUS,0.8605,0.1395,Low,1
S103724,2020,Female,White,No,No,POL,0.8557,0.1443,Low,1
S103725,2023,Female,White,No,Yes,CS,0.9621,0.0379,Low,1
S103726,2020,Female,White,No,No,EDU,0.8637,0.1363,Low,1
S103727,2022,Female,Asian,No,Yes,BUS,0.9114,0.0886,Low,1
S103728,2021,Female,Hispanic/Latino,Yes,Yes,BIO,0.7111,0.2889,Moderate,1
S103729,2022,Female,Asian,No,No,SOC,0.8646,0.1354,Low,1
S103730,2022,Male,White,Yes,Yes,POL,0.8557,0.1443,Low,1
S103731,2023,Female,Unknown,No,Yes,BUS,0.819,0.181,Low,1
S103732,2021,Male,White,Yes,No,SOC,0.8451,0.1549,Low,1
S103733,2023,Female,Asian,No,No,PSY,0.8186,0.1814,Low,1
S103734,2021,Female,Asian,No,No,BIO,0.9114,0.0886,Low,1
S103735,2020,Female,Hispanic/Latino,Yes,No,POL,0.7858,0.2142,Moderate,1
S103736,2021,Female,White,No,No,ENG,0.8805,0.1195,Low,1
S103737,2022,Male,Asian,No,No,EDU,0.8805,0.1195,Low,1
S103738,2022,Male,Asian,Yes,No,NUR,0.618,0.382,Moderate,0
S103739,2023,Female,White,No,No,EDU,0.7929,0.2071,Moderate,1
S103740,2020,Male,Asian,No,Yes,PSY,0.9054,0.0946,Low,1
S103741,2021,Female,White,No,No,EDU,0.5476,0.4524,Elevated,0
S103742,2023,Female,Hispanic/Latino,No,Yes,COM,0.87,0.13,Low,1
S103743,2021,Male,Hispanic/Latino,Yes,No,BUS,0.8557,0.1443,Low,1
S103744,2020,Female,Asian,Yes,No,SOC,0.8408,0.1592,Low,1
S103745,2023,Female,White,No,No,BIO,0.8068,0.1932,Low,1
S103746,2021,Male,White,No,No,PSY,0.8034,0.1966,Low,1
S103747,2023,Male,White,Yes,No,EDU,0.5564,0.4436,Elevated,1
S103748,2023,Male,White,No,Yes,SOC,0.8436,0.1564,Low,1
S103749,2023,Female,Hispanic/Latino,No,No,SOC,0.8541,0.1459,Low,1
S103750,2022,Male,White,Yes,Yes,CS,0.8676,0.1324,Low,1
S103751,2023,Female,Asian,No,No,PSY,0.8186,0.1814,Low,1
S103752,2023,Female,White,No,No,SOC,0.7111,0.2889,Moderate,0
S103753,2021,Female,White,Yes,No,BIO,0.8805,0.1195,Low,1
S103754,2020,Male,White,Yes,No,COM,0.8302,0.1698,Low,1
S103755,2021,Male,White,Yes,Yes,BIO,0.8186,0.1814,Low,0
S103756,2022,Male,White,No,Yes,BIO,0.6354,0.3646,Moderate,0
S103757,2022,Female,White,Yes,No,ENG,0.878,0.122,Low,1
S103758,2020,Female,White,No,Yes,SOC,0.8157,0.1843,Low,1
S103759,2022,Female,White,No,No,BIO,0.87,0.13,Low,1
S103760,2020,Male,Hispanic/Latino,Yes,No,EDU,0.9676,0.0324,Low,1
S103761,2022,Female,Black/African American,No,No,BUS,0.8884,0.1116,Low,1
S103762,2022,Female,Hispanic/Latino,No,Yes,COM,0.8852,0.1148,Low,1
S103763,2022,Male,White,Yes,Yes,PSY,0.8192,0.1808,Low,1
S103764,2021,Female,White,No,No,BUS,0.8502,0.1498,Low,1
S103765,2021,Male,White,Yes,No,ENG,0.9029,0.0971,Low,1
S103766,2022,Female,Hispanic/Latino,No,No,BIO,0.419,0.581,Elevated,0
S103767,2022,Male,Hispanic/Latino,Yes,Yes,COM,0.8411,0.1589,Low,1
S103768,2023,Female,White,No,No,BUS,0.9114,0.0886,Low,1
S103769,2021,Female,White,No,Yes,PSY,0.878,0.122,Low,1
S103770,2021,Female,White,No,No,BIO,0.8676,0.1324,Low,1
S103771,2021,Female,White,No,No,PSY,0.8081,0.1919,Low,1
S103772,2022,Male,Two or More Races,Yes,No,BUS,0.9007,0.0993,Low,1
S103773,2020,Female,White,No,Yes,BIO,0.8603,0.1397,Low,1
S103774,2021,Female,White,Yes,No,BUS,0.7457,0.2543,Moderate,1
S103775,2020,Male,White,Yes,No,COM,0.7111,0.2889,Moderate,1
S103776,2022,Female,White,Yes,Yes,CS,0.8603,0.1397,Low,1
S103777,2023,Male,White,No,Yes,BIO,0.8676,0.1324,Low,1
S103778,2023,Male,White,No,No,COM,0.7029,0.2971,Moderate,0
S103779,2021,Female,White,Yes,No,POL,0.5705,0.4295,Elevated,0
S103780,2020,Male,White,No,No,ENG,0.8162,0.1838,Low,1
S103781,2020,Female,Hispanic/Latino,No,No,BIO,0.8437,0.1563,Low,1
S103782,2020,Female,Hispanic/Latino,No,No,CS,0.8805,0.1195,Low,1
S103783,2023,Female,White,No,Yes,EDU,0.87,0.13,Low,1
S103784,2023,Male,Black/African American,No,No,BUS,0.9054,0.0946,Low,1
S103785,2022,Female,White,No,Yes,PSY,0.9219,0.0781,Low,1
S103786,2020,Female,International,No,No,CS,0.87,0.13,Low,1
S103787,2020,Male,Two or More Races,No,No,COM,0.8411,0.1589,Low,1
S103788,2023,Female,White,Yes,Yes,ENG,0.8805,0.1195,Low,0
S103789,2021,Male,White,No,No,COM,0.8157,0.1843,Low,1
S103790,2020,Male,Black/African American,No,No,POL,0.87,0.13,Low,1
S103791,2020,Male,White,No,No,NUR,0.8137,0.1863,Low,1
S103792,2021,Male,White,Yes,Yes,CS,0.6904,0.3096,Moderate,1
S103793,2022,Nonbinary,Hispanic/Latino,No,Yes,PSY,0.8039,0.1961,Low,0
S103794,2023,Female,White,No,No,BUS,0.8474,0.1526,Low,1
S103795,2021,Male,Black/African American,No,No,NUR,0.85,0.15,Low,1
S103796,2022,Male,Asian,Yes,No,COM,0.8805,0.1195,Low,1
S103797,2020,Male,Black/African American,No,Yes,ENG,0.8241,0.1759,Low,1
S103798,2020,Female,Asian,Yes,No,BIO,0.6808,0.3192,Moderate,1
S103799,2020,Male,Hispanic/Latino,No,Yes,POL,0.8206,0.1794,Low,0
S103800,2023,Female,Hispanic/Latino,Yes,Yes,PSY,0.8388,0.1612,Low,1
S103801,2022,Female,International,No,No,ENG,0.8306,0.1694,Low,1
S103802,2023,Female,Two or More Races,No,No,POL,0.9054,0.0946,Low,1
S103803,2020,Female,Black/African American,No,No,EDU,0.8437,0.1563,Low,1
S103804,2020,Male,Asian,No,No,EDU,0.8331,0.1669,Low,1
S103805,2023,Female,Hispanic/Latino,No,Yes,BIO,0.7438,0.2562,Moderate,1
S103806,2020,Male,White,No,No,POL,0.8388,0.1612,Low,1
S103807,2020,Male,Black/African American,No,Yes,CS,0.8676,0.1324,Low,1
S103808,2022,Female,White,No,No,PSY,0.846,0.154,Low,1
S103809,2022,Male,White,No,No,EDU,0.8502,0.1498,Low,1
S103810,2020,Female,White,No,No,ENG,0.9427,0.0573,Low,1
S103811,2021,Male,Hispanic/Latino,No,No,NUR,0.8676,0.1324,Low,1
S103812,2022,Male,Hispanic/Latino,No,No,BUS,0.87,0.13,Low,1
S103813,2021,Female,White,No,Yes,NUR,0.8676,0.1324,Low,1
S103814,2021,Male,White,Yes,No,NUR,0.8852,0.1148,Low,1
S103815,2020,Female,White,No,No,BIO,0.8408,0.1592,Low,1
S103816,2021,Female,White,No,No,PSY,0.7613,0.2387,Moderate,0
S103817,2023,Male,White,No,No,BIO,0.7161,0.2839,Moderate,0
S103818,2022,Female,Hispanic/Latino,No,No,POL,0.8579,0.1421,Low,1
S103819,2023,Male,White,No,No,POL,0.8388,0.1612,Low,0
S103820,2020,Female,White,No,No,POL,0.7613,0.2387,Moderate,0
S103821,2020,Female,White,No,No,NUR,0.8186,0.1814,Low,1
S103822,2022,Male,Hispanic/Latino,Yes,No,ENG,0.8933,0.1067,Low,1
S103823,2020,Female,Black/African American,No,Yes,NUR,0.7757,0.2243,Moderate,0
S103824,2022,Male,White,Yes,No,EDU,0.9054,0.0946,Low,1
S103825,2023,Female,White,No,No,NUR,0.8608,0.1392,Low,1
S103826,2021,Male,Hispanic/Latino,No,No,BIO,0.8805,0.1195,Low,1
S103827,2022,Female,White,No,No,BIO,0.6915,0.3085,Moderate,1
S103828,2022,Female,Asian,Yes,No,CS,0.8605,0.1395,Low,1
S103829,2020,Female,International,Yes,No,PSY,0.8206,0.1794,Low,1
S103830,2023,Female,Hispanic/Latino,Yes,No,ENG,0.8354,0.1646,Low,1
S103831,2020,Male,Two or More Races,No,Yes,NUR,0.9829,0.0171,Low,1
S103832,2023,Female,White,No,No,ENG,0.7757,0.2243,Moderate,1
S103833,2022,Female,White,No,No,BUS,0.8212,0.1788,Low,1
S103834,2020,Male,White,No,No,BUS,0.8608,0.1392,Low,1
S103835,2022,Female,White,No,No,NUR,0.6461,0.3539,Moderate,0
S103836,2020,Female,White,Yes,No,BIO,0.8408,0.1592,Low,1
S103837,2022,Female,White,No,No,EDU,0.8499,0.1501,Low,1
S103838,2023,Female,Hispanic/Latino,No,No,PSY,0.7929,0.2071,Moderate,1
S103839,2023,Male,White,Yes,Yes,ENG,0.788,0.212,Moderate,1
S103840,2023,Male,Hispanic/Latino,No,No,COM,0.7139,0.2861,Moderate,0
S103841,2021,Male,White,No,Yes,EDU,0.767,0.233,Moderate,1
S103842,2022,Male,White,No,No,ENG,0.8123,0.1877,Low,1
S103843,2021,Female,White,Yes,No,NUR,0.7111,0.2889,Moderate,0
S103844,2023,Female,Hispanic/Latino,No,No,COM,0.8499,0.1501,Low,1
S103845,2021,Male,Hispanic/Latino,Yes,No,PSY,0.8166,0.1834,Low,1
S103846,2023,Male,Asian,No,No,ENG,0.8637,0.1363,Low,1
S103847,2021,Male,White,No,No,POL,0.8437,0.1563,Low,1
S103848,2022,Female,White,No,No,BUS,0.7925,0.2075,Moderate,1
S103849,2020,Male,International,No,Yes,BUS,0.9368,0.0632,Low,1
S103850,2022,Male,White,Yes,Yes,BIO,0.6348,0.3652,Moderate,0
S103851,2020,Male,White,No,No,CS,0.4602,0.5398,Elevated,0
S103852,2020,Male,White,Yes,No,CS,0.87,0.13,Low,0
S103853,2021,Female,White,No,No,BIO,0.7475,0.2525,Moderate,1
S103854,2021,Female,White,No,Yes,POL,0.9829,0.0171,Low,1
S103855,2022,Female,White,No,Yes,BUS,0.7987,0.2013,Moderate,1
S103856,2021,Female,Hispanic/Latino,No,No,ENG,0.7752,0.2248,Moderate,1
S103857,2020,Male,Two or More Races,No,No,ENG,0.8474,0.1526,Low,1
S103858,2021,Female,White,No,Yes,EDU,0.8603,0.1397,Low,1
S103859,2021,Female,White,No,Yes,ENG,0.8566,0.1434,Low,1
S103860,2022,Female,Asian,Yes,Yes,NUR,0.8235,0.1765,Low,1
S103861,2022,Male,White,No,No,PSY,0.6772,0.3228,Moderate,1
S103862,2020,Female,Black/African American,No,No,NUR,0.8206,0.1794,Low,1
S103863,2022,Female,White,No,No,CS,0.6991,0.3009,Moderate,1
S103864,2022,Male,Hispanic/Latino,No,No,POL,0.7239,0.2761,Moderate,1
S103865,2023,Female,Two or More Races,Yes,No,PSY,0.9237,0.0763,Low,1
S103866,2022,Female,White,No,No,PSY,0.7824,0.2176,Moderate,1
S103867,2023,Female,Asian,No,No,CS,0.9829,0.0171,Low,0
S103868,2020,Female,Hispanic/Latino,No,No,NUR,0.787,0.213,Moderate,1
S103869,2022,Male,Asian,Yes,No,SOC,0.8388,0.1612,Low,1
S103870,2020,Male,White,No,No,COM,0.8157,0.1843,Low,1
S103871,2020,Female,White,No,No,EDU,0.9219,0.0781,Low,1
S103872,2023,Male,White,No,No,PSY,0.8676,0.1324,Low,1
S103873,2021,Male,International,No,Yes,BIO,0.8437,0.1563,Low,1
S103874,2022,Female,White,No,No,CS,0.9007,0.0993,Low,1
S103875,2022,Female,White,No,No,BIO,0.8299,0.1701,Low,1
S103876,2022,Female,Black/African American,Yes,No,BUS,0.87,0.13,Low,1
S103877,2020,Male,White,No,Yes,EDU,0.7792,0.2208,Moderate,1
S103878,2020,Female,Hispanic/Latino,Yes,No,SOC,0.7567,0.2433,Moderate,1
S103879,2020,Female,White,No,No,BIO,0.8249,0.1751,Low,1
S103880,2023,Male,Hispanic/Latino,No,No,COM,0.8186,0.1814,Low,1
S103881,2020,Male,White,No,No,POL,0.8637,0.1363,Low,1
S103882,2022,Male,White,No,Yes,EDU,0.9207,0.0793,Low,1
S103883,2021,Male,Hispanic/Latino,Yes,Yes,SOC,0.9054,0.0946,Low,1
S103884,2020,Female,White,No,No,SOC,0.767,0.233,Moderate,1
S103885,2021,Male,White,No,Yes,BIO,0.7111,0.2889,Moderate,0
S103886,2020,Female,White,Yes,No,BUS,0.7929,0.2071,Moderate,1
S103887,2020,Female,Asian,No,No,SOC,0.5823,0.4177,Elevated,0
S103888,2020,Male,White,No,No,EDU,0.4463,0.5537,Elevated,0
S103889,2023,Female,White,No,Yes,NUR,0.9114,0.0886,Low,1
S103890,2022,Female,White,No,Yes,POL,0.753,0.247,Moderate,1
S103891,2023,Male,White,No,No,BUS,0.7474,0.2526,Moderate,1
S103892,2021,Female,Asian,No,Yes,PSY,0.8186,0.1814,Low,1
S103893,2020,Female,White,No,Yes,POL,0.8605,0.1395,Low,1
S103894,2022,Male,Black/African American,Yes,No,PSY,0.8227,0.1773,Low,1
S103895,2023,Male,Hispanic/Latino,Yes,Yes,EDU,0.787,0.213,Moderate,0
S103896,2022,Male,Black/African American,No,Yes,BUS,0.8183,0.1817,Low,1
S103897,2020,Female,Asian,No,Yes,CS,0.8853,0.1147,Low,1
S103898,2021,Female,White,No,No,EDU,0.9054,0.0946,Low,1
S103899,2023,Male,International,No,Yes,SOC,0.7474,0.2526,Moderate,1
S103900,2022,Female,Asian,No,No,CS,0.7139,0.2861,Moderate,1
S103901,2023,Female,Hispanic/Latino,Yes,No,BUS,0.8857,0.1143,Low,1
S103902,2022,Female,White,No,No,ENG,0.8805,0.1195,Low,1
S103903,2020,Female,White,No,No,EDU,0.8637,0.1363,Low,1
S103904,2023,Female,Hispanic/Latino,No,Yes,CS,0.8104,0.1896,Low,1
S103905,2023,Male,White,No,Yes,POL,0.8499,0.1501,Low,1
S103906,2022,Male,Hispanic/Latino,No,No,PSY,0.7555,0.2445,Moderate,1
S103907,2023,Female,White,No,No,SOC,0.7564,0.2436,Moderate,0
S103908,2020,Male,Hispanic/Latino,No,No,EDU,0.8805,0.1195,Low,1
S103909,2023,Female,White,No,No,CS,0.8068,0.1932,Low,0
S103910,2020,Female,White,Yes,No,BUS,0.7998,0.2002,Moderate,1
S103911,2023,Male,White,No,No,PSY,0.7415,0.2585,Moderate,0
S103912,2020,Female,Asian,No,No,EDU,0.8676,0.1324,Low,1
S103913,2022,Male,Hispanic/Latino,No,No,SOC,0.5022,0.4978,Elevated,0
S103914,2023,Female,Two or More Races,No,No,CS,0.8451,0.1549,Low,0
S103915,2020,Female,Asian,No,No,BIO,0.8299,0.1701,Low,1
S103916,2020,Female,Asian,No,No,EDU,0.787,0.213,Moderate,0
S103917,2023,Female,Hispanic/Latino,No,No,POL,0.8206,0.1794,Low,1
S103918,2020,Male,Asian,No,No,NUR,0.8292,0.1708,Low,1
S103919,2022,Male,Two or More Races,Yes,No,PSY,0.87,0.13,Low,1
S103920,2023,Female,Asian,No,No,EDU,0.87,0.13,Low,1
S103921,2022,Female,White,No,No,NUR,0.8805,0.1195,Low,1
S103922,2021,Male,Hispanic/Latino,No,Yes,POL,0.887,0.113,Low,1
S103923,2021,Male,White,No,No,BIO,0.6354,0.3646,Moderate,0
S103924,2022,Female,White,No,No,CS,0.8183,0.1817,Low,1
S103925,2022,Female,Hispanic/Latino,Yes,No,ENG,0.8206,0.1794,Low,1
S103926,2022,Female,Black/African American,No,Yes,PSY,0.8437,0.1563,Low,1
S103927,2020,Female,White,Yes,No,NUR,0.9262,0.0738,Low,1
S103928,2022,Female,White,Yes,No,BUS,0.7862,0.2138,Moderate,1
S103929,2022,Female,Black/African American,Yes,Yes,PSY,0.788,0.212,Moderate,1
S103930,2022,Female,White,No,No,BIO,0.8292,0.1708,Low,1
S103931,2020,Female,White,Yes,No,POL,0.789,0.211,Moderate,1
S103932,2022,Female,Asian,No,Yes,COM,0.9676,0.0324,Low,1
S103933,2022,Male,Black/African American,No,Yes,BUS,0.6864,0.3136,Moderate,0
S103934,2020,Male,Hispanic/Latino,Yes,No,EDU,0.5577,0.4423,Elevated,0
S103935,2023,Female,Hispanic/Latino,No,No,COM,0.8436,0.1564,Low,1
S103936,2022,Female,White,No,No,NUR,0.7509,0.2491,Moderate,0
S103937,2021,Female,White,No,Yes,CS,0.8104,0.1896,Low,1
S103938,2022,Male,Asian,No,Yes,EDU,0.8676,0.1324,Low,1
S103939,2022,Female,Black/African American,No,No,COM,0.8157,0.1843,Low,1
S103940,2022,Female,White,No,Yes,ENG,0.7488,0.2512,Moderate,1
S103941,2021,Male,White,No,No,CS,0.9219,0.0781,Low,1
S103942,2023,Male,White,Yes,Yes,COM,0.7474,0.2526,Moderate,1
S103943,2023,Male,White,No,No,SOC,0.8249,0.1751,Low,1
S103944,2020,Female,White,Yes,No,NUR,0.8691,0.1309,Low,1
S103945,2022,Female,White,No,No,CS,0.85,0.15,Low,1
S103946,2020,Male,Asian,No,Yes,SOC,0.85,0.15,Low,1
S103947,2021,Female,White,Yes,No,ENG,0.7992,0.2008,Moderate,1
S103948,2023,Male,Hispanic/Latino,Yes,No,NUR,0.8299,0.1701,Low,1
S103949,2020,Male,Hispanic/Latino,No,No,NUR,0.7635,0.2365,Moderate,0
S103950,2021,Female,Black/African American,No,Yes,EDU,0.8805,0.1195,Low,1
S103951,2020,Female,International,No,Yes,CS,0.788,0.212,Moderate,1
S103952,2022,Female,White,Yes,No,EDU,0.8504,0.1496,Low,1
S103953,2021,Female,White,No,No,NUR,0.7021,0.2979,Moderate,1
S103954,2022,Male,Asian,Yes,No,COM,0.7943,0.2057,Moderate,1
S103955,2023,Male,White,No,No,ENG,0.7336,0.2664,Moderate,0
S103956,2022,Female,White,No,No,CS,0.8212,0.1788,Low,1
S103957,2022,Male,White,No,No,CS,0.8194,0.1806,Low,1
S103958,2020,Female,Black/African American,No,No,BIO,0.8359,0.1641,Low,1
S103959,2020,Male,White,No,Yes,EDU,0.8676,0.1324,Low,1
S103960,2023,Female,White,Yes,Yes,PSY,0.8186,0.1814,Low,1
S103961,2023,Male,White,No,No,CS,0.7488,0.2512,Moderate,1
S103962,2022,Male,Hispanic/Latino,Yes,No,SOC,0.85,0.15,Low,1
S103963,2021,Female,White,Yes,No,COM,0.7524,0.2476,Moderate,1
S103964,2020,Female,Black/African American,No,Yes,BUS,0.87,0.13,Low,1
S103965,2023,Male,Asian,No,Yes,BUS,0.6455,0.3545,Moderate,0
S103966,2023,Female,White,No,No,ENG,0.8853,0.1147,Low,1
S103967,2020,Male,White,No,No,EDU,0.7254,0.2746,Moderate,0
S103968,2022,Male,Asian,No,No,CS,0.6354,0.3646,Moderate,0
S103969,2022,Male,Asian,Yes,Yes,POL,0.8157,0.1843,Low,1
S103970,2021,Female,White,No,No,SOC,0.9237,0.0763,Low,1
S103971,2023,Male,White,No,No,CS,0.8331,0.1669,Low,1
S103972,2020,Nonbinary,White,Yes,No,BIO,0.8676,0.1324,Low,1
S103973,2021,Female,White,No,Yes,BUS,0.716,0.284,Moderate,1
S103974,2020,Female,White,No,No,BUS,0.5894,0.4106,Elevated,0
S103975,2022,Female,White,No,Yes,COM,0.7098,0.2902,Moderate,1
S103976,2022,Male,White,No,No,PSY,0.7231,0.2769,Moderate,1
S103977,2023,Female,Black/African American,No,Yes,NUR,0.7108,0.2892,Moderate,1
S103978,2022,Female,Asian,No,No,BUS,0.5476,0.4524,Elevated,0
S103979,2020,Female,Black/African American,No,Yes,CS,0.85,0.15,Low,1
S103980,2021,Male,Hispanic/Latino,No,No,ENG,0.8583,0.1417,Low,1
S103981,2020,Female,Hispanic/Latino,No,No,BUS,0.8706,0.1294,Low,1
S103982,2022,Male,White,No,Yes,CS,0.5476,0.4524,Elevated,0
S103983,2022,Male,Hispanic/Latino,Yes,Yes,CS,0.8408,0.1592,Low,1
S103984,2023,Male,White,No,No,BUS,0.8516,0.1484,Low,1
S103985,2021,Male,Hispanic/Latino,No,No,SOC,0.7853,0.2147,Moderate,1
S103986,2021,Female,Two or More Races,No,No,BIO,0.7613,0.2387,Moderate,1
S103987,2020,Male,Black/African American,No,No,NUR,0.7841,0.2159,Moderate,1
S103988,2021,Female,White,No,Yes,NUR,0.8661,0.1339,Low,1
S103989,2021,Nonbinary,Asian,No,No,CS,0.8411,0.1589,Low,1
S103990,2023,Female,White,No,Yes,EDU,0.5806,0.4194,Elevated,0
S103991,2023,Male,White,Yes,No,BIO,0.9237,0.0763,Low,1
S103992,2020,Male,White,No,No,EDU,0.8579,0.1421,Low,1
S103993,2021,Female,White,No,No,BIO,0.7535,0.2465,Moderate,1
S103994,2022,Male,Hispanic/Latino,Yes,Yes,NUR,0.9029,0.0971,Low,1
S103995,2021,Female,White,Yes,Yes,COM,0.8186,0.1814,Low,0
S103996,2020,Female,White,No,No,EDU,0.8805,0.1195,Low,1
S103997,2023,Female,International,No,No,EDU,0.6462,0.3538,Moderate,1
S103998,2022,Female,Hispanic/Latino,No,No,ENG,0.7001,0.2999,Moderate,0
S103999,2022,Male,White,Yes,No,SOC,0.5387,0.4613,Elevated,0
S104000,2021,Male,Hispanic/Latino,No,Yes,SOC,0.9676,0.0324,Low,1
S104001,2023,Female,Hispanic/Latino,Yes,No,BIO,0.5705,0.4295,Elevated,1
S104002,2020,Female,White,Yes,No,COM,0.6829,0.3171,Moderate,1
S104003,2021,Male,Hispanic/Latino,No,No,BUS,0.7108,0.2892,Moderate,1
S104004,2023,Male,Black/African American,No,No,BUS,0.6787,0.3213,Moderate,1
S104005,2023,Female,White,No,Yes,CS,0.788,0.212,Moderate,1
S104006,2021,Male,White,No,No,EDU,0.8913,0.1087,Low,1
S104007,2022,Female,White,Yes,No,ENG,0.8676,0.1324,Low,1
S104008,2020,Male,Black/African American,No,No,NUR,0.8557,0.1443,Low,1
S104009,2020,Female,White,Yes,No,EDU,0.6348,0.3652,Moderate,0
S104010,2021,Male,White,Yes,No,COM,0.8263,0.1737,Low,1
S104011,2023,Female,Unknown,Yes,No,EDU,0.9219,0.0781,Low,1
S104012,2022,Female,Hispanic/Latino,No,No,COM,0.7929,0.2071,Moderate,1
